Date,Year,Month,Day,Time all food in (to match with GPS data),Enclosure,Food Description,Food Type,# Food Buckets,Temperature,Weather,# Ravens Present,Predator/Alarm Call Playback,Food at Wolf/Bear Enclosure,Two Heap Experiment,Novel Person/Object,Hunting/Culling/Construction Work,Feeding in Smaller/Separation Enclosure,# Juveniles Close By,# Juveniles on Ground,Notes
2021/09/06,2021,9,6,,Wild boar,"Bread, pellets, tomatoes",Bread + pellets + vegetables/fruit,3,10.6,1,35,0,0,0,0,0,0,NA,NA,
2021/09/07,2021,9,7,,Wild boar,"Bread, entrails, cucumber, potatoes, few grapes",Bread + vegetables/fruit + entrails,3,10.9,2,6,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2021/09/08,2021,9,8,,Wild boar,"Bread, grapes, entrails",Bread + vegetables/fruit + entrails,4,10.1,1,60,0,0,0,0,0,0,NA,NA,
2021/09/09,2021,9,9,,Wild boar,"Bread, pellets",Bread + pellets,2,11.7,1,60,0,0,0,0,0,0,NA,NA,
2021/09/10,2021,9,10,,Wild boar,"Bread, pellets, fruit, hummus",Bread + pellets + vegetables/fruit,2,11.3,1,40,0,0,0,0,0,0,NA,NA,
2021/09/13,2021,9,13,,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,1,13.2,1,50,0,0,0,0,0,0,NA,NA,
2021/09/14,2021,9,14,,Wild boar,"Bread, pizza",Bread,1,12.1,1,30,0,0,0,0,0,0,NA,NA,Fish entrails and some bread placed in adjacent area for boars
2021/09/15,2021,9,15,,Wild boar,"Bread, rice, tomatoes, nuts",Bread + vegetables/fruit + nuts,4,13.8,1,60,0,0,0,0,0,0,NA,NA,
2021/09/16,2021,9,16,,Wild boar,Bread,Bread,4,16.2,2,60,0,0,0,0,0,0,NA,NA,
2021/09/17,2021,9,17,,Wild boar,"Bread, nuts",Bread + nuts,4,13.6,2,50,0,0,0,0,0,0,NA,NA,
2021/09/20,2021,9,20,,Wild boar,"Bread, pellets, old vegetables",Bread + pellets + vegetables/fruit,2,10.3,2,60,0,0,0,0,0,0,NA,NA,
2021/09/21,2021,9,21,,Wild boar,"Entrails, bread, pellets, fruit, potatoes",Bread + pellets + vegetables/fruit + entrails,4,10.3,2,25,0,0,0,0,0,0,NA,NA,
2021/09/22,2021,9,22,,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,3,9.9,2,50,0,0,0,0,0,0,NA,NA,
2021/09/23,2021,9,23,,Wild boar,"Bread, pellets, vegetables",Bread + pellets + vegetables/fruit,2,5.2,1,60,0,0,0,0,0,0,NA,NA,
2021/09/25,2021,9,25,,Wild boar,"Bread, pellets",Bread + pellets,2,,1,40,0,0,0,1,0,0,NA,NA,Cameraman and assistant present
2021/09/27,2021,9,27,,Wild boar,"Pellets, bread, tomatoes, cabbage",Bread + pellets + vegetables/fruit,3,14,3,45,0,0,0,0,0,0,NA,NA,
2021/09/28,2021,9,28,,Wild boar,"Pellets, bread, entrails",Bread + pellets + entrails,2,14.3,2,50,0,0,0,0,0,0,NA,NA,
2021/09/29,2021,9,29,,Wild boar,"Bread, pellets",Bread + pellets,1,12.9,2,45,0,0,0,0,0,0,NA,NA,
2021/10/01,2021,10,1,,Wild boar,"Pellets, bread, pastry, apples",Bread + pellets + vegetables/fruit,2,4.7,1,50,0,0,0,0,0,0,NA,NA,
2021/10/02,2021,10,2,,Wild boar,"Bread, pellets",Bread + pellets,2,,1,30,0,0,0,0,0,0,NA,NA,
2021/10/04,2021,10,4,,Wild boar,"Bread, pellets, tomatoes, rocket",Bread + pellets + vegetables/fruit,2,10.2,2,35,0,0,0,0,0,0,NA,NA,
2021/10/05,2021,10,5,,Wild boar,"Pellets, bread, entrails",Bread + pellets + entrails,2,11.4,2,40,0,0,0,0,0,0,NA,NA,
2021/10/06,2021,10,6,,Wild boar,"Entrails, bread, pellets",Bread + pellets + entrails,3,9,4,45,0,0,0,0,0,0,NA,NA,Temperature from Bergfex
2021/10/07,2021,10,7,,Wild boar,"Fish, bread, pellets",Bread + pellets + entrails,2,8,3,50,0,0,0,0,0,0,NA,NA,Temperature from Bergfex
2021/10/08,2021,10,8,,Wild boar,"Pellets, bread, pastry, fish entrails",Bread + pellets + entrails,3,8.7,2,10,0,1,0,0,0,0,NA,NA,Wolves fed in the morning before boar feeding
2021/10/09,2021,10,9,,Wild boar,"Pellets, pastry",Bread + pellets,2,4.7,2,40,0,1,0,0,0,0,NA,NA,Wolves fed in the morning
2021/10/10,2021,10,10,,Wild boar,"Pellets, bread",Bread + pellets,2,2.7,2,40,0,0,0,0,0,0,NA,NA,
2021/10/11,2021,10,11,,Wild boar,"Bread, fruit, vegetables",Bread + vegetables/fruit,3,2.5,2,20,0,0,0,0,0,0,NA,NA,
2021/10/12,2021,10,12,,Wild boar,"Bread, entrails",Bread + entrails,3,6.7,2,50,0,0,0,0,0,0,NA,NA,
2021/10/13,2021,10,13,,Wild boar,"Bread, pasta",Bread + kitchen scraps,4,3.8,2,60,0,0,0,0,0,0,NA,NA,
2021/10/14,2021,10,14,,Wild boar,Bread,Bread,3,4.8,2,60,0,0,0,0,0,0,NA,NA,
2021/10/15,2021,10,15,,Wild boar,"Bread, ham, fish",Bread + kitchen scraps + entrails,4,5.2,1,55,0,0,0,0,0,0,NA,NA,
2021/10/18,2021,10,18,,Wild boar,"Bread, pellets, savoury pancake",Bread + pellets + kitchen scraps,3,2.9,2,45,0,0,0,0,0,0,NA,NA,
2021/10/19,2021,10,19,,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,3,4.8,1,50,0,0,0,0,0,0,NA,NA,
2021/10/20,2021,10,20,,Wild boar,"Bread, fish",Bread + entrails,3,9.2,1,50,0,0,0,0,0,0,NA,NA,
2021/10/21,2021,10,21,,Wild boar,"Pellets, bread, fish",Bread + pellets + entrails,3,14.3,2,65,0,0,0,0,0,0,NA,NA,
2021/10/22,2021,10,22,,Wild boar,"Pellets, bread",Bread + pellets,2,,1,40,0,0,0,0,0,0,NA,NA,
2021/10/23,2021,10,23,,Wild boar,"Pellets, bread",Bread + pellets,2,3.6,1,35,0,0,0,0,0,0,NA,NA,
2021/10/24,2021,10,24,,Wild boar,"Bread, pellets",Bread + pellets,2,0.9,1,60,0,0,0,0,0,0,NA,NA,
2021/10/25,2021,10,25,,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,1,0.2,1,45,0,0,0,0,0,0,NA,NA,
2021/10/27,2021,10,27,,Wild boar,Bread,Bread,2,4.2,1,60,0,0,0,0,0,0,NA,NA,
2021/10/28,2021,10,28,,Wild boar,"Bread, pellets, vegetables, sweets",Bread + pellets + vegetables/fruit + kitchen scraps,4,0.8,1,40,0,0,0,0,0,0,NA,NA,
2021/10/29,2021,10,29,,Wild boar,"Bread, entrails",Bread + entrails,4,0.9,1,50,0,0,0,0,0,0,NA,NA,
2021/10/30,2021,10,30,,Wild boar,"Bread, pellets",Bread + pellets,2,3.2,1,50,0,0,0,0,0,0,NA,NA,
2021/10/31,2021,10,31,,Wild boar,"Bread, tomatoes, salad",Bread + vegetables/fruit,3,5.8,1,45,0,0,0,0,0,0,NA,NA,
2021/11/01,2021,11,1,,Wild boar,"Salad, bread, pastries, tomatoes",Bread + vegetables/fruit,3,7.3,1,45,0,0,0,0,0,0,NA,NA,
2021/11/02,2021,11,2,,Wild boar,"Bread, salad",Bread + vegetables/fruit,3,5.1,3,55,0,0,0,0,0,0,NA,NA,
2021/11/03,2021,11,3,,Wild boar,"Tomatoes, bread",Bread + vegetables/fruit,3,2.9,2,80,0,0,0,0,0,0,NA,NA,
2021/11/04,2021,11,4,,Wild boar,"Bread, entrails, tomatoes",Bread + vegetables/fruit + entrails,3,5.1,3,65,0,0,0,0,0,0,NA,NA,
2021/11/05,2021,11,5,,Wild boar,"Bread, entrails",Bread + entrails,4,4,1,25,0,0,0,0,0,1,NA,NA,Food put in separation enclosure. Temperature from Bergfex.
2021/11/08,2021,11,8,,Wild boar,Bread,Bread,3,5.1,3,30,0,0,0,0,0,0,NA,NA,
2021/11/09,2021,11,9,,Wild boar,"Bread, pellets",Bread + pellets,3,-0.7,2,50,0,0,0,0,0,0,NA,NA,
2021/11/10,2021,11,10,,Wild boar,"Bread, pellets, tomatoes, mango, entrails",Bread + pellets + vegetables/fruit + entrails,4,-0.1,1,55,0,0,0,0,0,0,NA,NA,
2021/11/11,2021,11,11,,Wild boar,"Bread, vegetables, coleslaw",Bread + vegetables/fruit,3,2.3,2,65,0,0,0,0,0,0,NA,NA,
2021/11/12,2021,11,12,,Wild boar,"Bread, rice",Bread,4,1.3,2,70,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2021/11/15,2021,11,15,,Wild boar,"Pellets, ravioli, bread",Bread + pellets + kitchen scraps,2,2.9,2,60,0,0,0,0,0,0,NA,NA,
2021/11/16,2021,11,16,,Wild boar,"Entrails, bread, pellets",Bread + pellets + entrails,4,2.7,2,60,0,0,0,0,0,0,NA,NA,
2021/11/17,2021,11,17,,Wild boar,"Bread, fish",Bread + entrails,4,3.7,2,50,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2021/11/19,2021,11,19,,Wild boar,Bread,Bread,2,7,1,,0,0,0,0,0,0,NA,NA,
2021/11/20,2021,11,20,,Wild boar,"Bread, pellets",Bread + pellets,2,7,1,,0,0,0,0,0,0,NA,NA,
2021/11/21,2021,11,21,,Wild boar,"Bread, pellets",Bread + pellets,2,4,1,,0,0,0,0,0,0,NA,NA,
2021/11/22,2021,11,22,,Wild boar,"Bread, pellets, entrails",Bread + pellets + entrails,3,3,2,40,0,0,0,0,0,0,NA,NA,
2021/11/23,2021,11,23,,Wild boar,"Bread, entrails",Bread + entrails,2,2,2,,0,0,0,0,0,0,NA,NA,
2021/11/24,2021,11,24,,Wild boar,"Bread, pastry, tomatoes",Bread + vegetables/fruit,3,-4.4,1,65,0,0,0,0,0,0,NA,NA,
2021/11/25,2021,11,25,,Wild boar,Bread,Bread,2,-3.5,2,,0,0,0,0,0,0,NA,NA,
2021/11/26,2021,11,26,,Wild boar,"Corn, pellets, bread, banana",Bread + pellets + vegetables/fruit,3,-0.8,5,,0,0,0,0,0,0,NA,NA,
2021/11/27,2021,11,27,,Wild boar,"Bread, pellets",Bread + pellets,2,0.3,6,,0,0,0,0,0,0,NA,NA,
2021/11/29,2021,11,29,,Wild boar,"Pellets, bread",Bread + pellets,2,0,6,30,0,0,0,0,0,0,NA,NA,
2021/11/30,2021,11,30,,Wild boar,"Pasta, entrails, hummus, tomato, bread",Bread + vegetables/fruit + kitchen scraps + entrails,3,0.7,6,70,0,0,0,0,0,0,NA,NA,
2021/12/01,2021,12,1,,Wild boar,"Pellets, bread, fish",Bread + pellets + entrails,3,3.7,2,60,0,0,0,0,0,0,NA,NA,
2021/12/02,2021,12,2,,Wild boar,"Bread, fish",Bread + entrails,3,4.3,4,35,0,0,0,0,0,0,NA,NA,
2021/12/04,2021,12,4,,Wild boar,"Pellets, bread",Bread + pellets,2,-0.3,2,25,0,0,0,0,0,0,NA,NA,
2021/12/05,2021,12,5,,Wild boar,"Bread, pellets",Bread + pellets,2,0.9,5,30,0,0,0,0,0,0,NA,NA,
2021/12/06,2021,12,6,,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,3,0.1,2,50,0,0,0,0,0,0,NA,NA,
2021/12/07,2021,12,7,,Wild boar,"Chicken head and feet, bread, entrails, pasta",Bread + kitchen scraps + raw meat scraps + entrails,4,-1.7,6,60,0,0,0,0,0,0,NA,NA,
2021/12/08,2021,12,8,,Wild boar,"Chicken head and feet, bread, entrails",Bread + raw meat scraps + entrails,3,-5.3,5,60,0,0,0,0,0,0,NA,NA,
2021/12/09,2021,12,9,,Wild boar,"Bread, fish",Bread + entrails,3,-1.1,6,70,0,0,0,0,0,0,NA,NA,
2021/12/10,2021,12,10,,Wild boar,"Bread, fish, chicken head and feet",Bread + raw meat scraps + entrails,3,-4.8,1,60,0,0,0,0,0,0,NA,NA,
2021/12/11,2021,12,11,,Wild boar,"Bread, fish",Bread + entrails,3,1.6,5,60,0,0,0,0,0,0,NA,NA,
2021/12/15,2021,12,15,,Wild boar,"Bread, grapes, avocado",Bread + vegetables/fruit,3,2.4,2,60,0,0,0,0,0,0,NA,NA,
2021/12/16,2021,12,16,,Wild boar,"Bread, grapes, fish",Bread + vegetables/fruit + entrails,5,2.4,2,60,0,0,0,0,0,0,NA,NA,
2021/12/18,2021,12,18,,Wild boar,"Bread, grapes",Bread + vegetables/fruit,3,3.1,2,10,0,0,0,0,0,0,NA,NA,
2021/12/19,2021,12,19,,Wild boar,"Krapfen, bread",Bread,2,-0.7,2,50,0,0,0,0,0,0,NA,NA,
2021/12/20,2021,12,20,,Wild boar,"Bread, pellets, tomatoes, fruit",Bread + vegetables/fruit,3,2.3,5,50,0,0,0,0,0,0,NA,NA,
2021/12/21,2021,12,21,,Wild boar,"Entrails, bread, avocado",Bread + vegetables/fruit + entrails,4,-5.1,1,40,0,0,0,0,0,0,NA,NA,
2021/12/22,2021,12,22,,Wild boar,"Bread, avocado, grapes, fish",Bread + vegetables/fruit + entrails,5,-6.5,2,60,0,0,0,0,0,0,NA,NA,
2021/12/23,2021,12,23,,Wild boar,"Bread, fish",Bread + entrails,5,-8,1,50,0,0,0,0,0,0,NA,NA,
2021/12/24,2021,12,24,,Wild boar,"Bread, krapfen",Bread,5,11,4,40,0,0,0,0,0,0,NA,NA,
2021/12/25,2021,12,25,,Wild boar,Bread,Bread,2,4.8,2,20,0,0,0,0,0,0,NA,NA,
2021/12/27,2021,12,27,,Wild boar,Bread,Bread,4,-1.8,1,70,0,0,0,0,0,0,NA,NA,
2021/12/28,2021,12,28,,Wild boar,"Bread, tomatoes, avocadoes, sausages",Bread + vegetables/fruit + kitchen scraps,4,0.5,1,80,0,0,0,0,0,0,NA,NA,
2021/12/29,2021,12,29,,Wild boar,"Bread, avocadoes, pastries, fish entrails",Bread + vegetables/fruit + entrails,5,6.7,4,60,0,0,0,0,0,0,NA,NA,
2021/12/30,2021,12,30,,Wild boar,"Bread, cheese, fish",Bread + entrails + cheese,5,12.4,2,60,0,0,0,0,0,0,NA,NA,
2021/12/31,2021,12,31,,Wild boar,"Bread, fish",Bread + entrails,5,9,1,25,0,0,0,0,1,0,NA,NA,Hunting in valley
2022/01/03,2022,1,3,,Wild boar,"Bread, ham, kaki",Bread + vegetables/fruit + kitchen scraps,4,11.8,2,40,0,0,0,0,0,0,NA,NA,
2022/01/04,2022,1,4,,Wild boar,"Bread, kaki",Bread + vegetables/fruit,4,5.7,4,20,0,0,0,0,0,0,NA,NA,
2022/01/05,2022,1,5,,Wild boar,"Bread, fruit",Bread + vegetables/fruit,4,4.1,4,20,0,0,0,0,0,0,NA,NA,
2022/01/06,2022,1,6,,Wild boar,"Bread, grapes, entrails",Bread + vegetables/fruit + entrails,5,1.6,5,20,0,0,0,0,0,0,NA,NA,
2022/01/07,2022,1,7,,Wild boar,"Bread, cakes, entrails",Bread + kitchen scraps + entrails,4,-5.1,2,30,0,0,0,0,0,0,NA,NA,
2022/01/09,2022,1,9,,Wild boar,Bread,Bread,5,3.3,5,40,0,0,0,0,0,0,NA,NA,
2022/01/10,2022,1,10,,Wild boar,"Bread, rice, tomatoes, ravioli",Bread + vegetables/fruit + kitchen scraps,2,0.6,2,50,0,0,0,0,1,0,NA,NA,Boars culled in the morning
2022/01/11,2022,1,11,,Wild boar,"Bread, avocadoes, fish entrails",Bread + vegetables/fruit + entrails,4,0.1,2,40,0,1,0,0,0,0,NA,NA,Entrails at wolf enclosure
2022/01/12,2022,1,12,,Wild boar,"Bread, fish",Bread + entrails,5,-7.6,2,20,0,0,0,0,0,0,NA,NA,
2022/01/13,2022,1,13,,Wild boar,"Bread, entrails",Bread + entrails,4,-9.2,2,20,0,0,0,0,0,0,NA,NA,
2022/01/14,2022,1,14,,Wild boar,"Pastries, bread, sausage, cheese, fish",Bread + kitchen scraps + entrails + cheese,4,-3.7,1,60,0,0,0,0,0,0,NA,NA,
2022/01/15,2022,1,15,,Wild boar,Bread,Bread,4,-1.7,3,40,0,0,0,0,0,0,NA,NA,
2022/01/17,2022,1,17,,Wild boar,"Pellets, bread, pasta, vegetables",Bread + pellets + vegetables/fruit,3,2.6,2,50,0,0,0,0,0,0,NA,NA,
2022/01/18,2022,1,18,,Wild boar,Bread,Bread,2,1.6,2,25,0,0,0,0,0,0,NA,NA,
2022/01/19,2022,1,19,,Wild boar,"Bread, krapfen, cheese, sausage",Bread + kitchen scraps + cheese,3,-2.7,1,60,0,0,0,0,0,0,NA,NA,
2022/01/20,2022,1,20,,Wild boar,"Bread, salad",Bread + vegetables/fruit,2,2.6,5,70,0,0,0,0,0,0,NA,NA,
2022/01/21,2022,1,21,,Wild boar,"Bread, flour",Bread,2,-2.8,5,40,0,0,0,0,0,0,NA,NA,
2022/01/22,2022,1,22,,Wild boar,"Bread, pellets",Bread + pellets,2,1.6,5,80,0,0,0,0,0,0,NA,NA,
2022/01/23,2022,1,23,,Wild boar,"Bread, pellets",Bread + pellets,3,1.6,2,50,0,0,0,0,0,0,NA,NA,
2022/01/24,2022,1,24,,Wild boar,Pellets,Pellets,1,0.4,2,50,0,0,0,0,0,0,NA,NA,
2022/01/25,2022,1,25,,Wild boar,Bread,Bread,2,-5.1,1,50,0,0,0,0,0,0,NA,NA,
2022/01/26,2022,1,26,,Wild boar,"Bread, fruit",Bread + vegetables/fruit,3,-3,2,40,0,0,0,0,0,0,NA,NA,
2022/01/27,2022,1,27,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,3,-4.4,1,40,0,0,0,0,0,0,NA,NA,
2022/01/28,2022,1,28,,Wild boar,Bread,Bread,1,2.5,5,30,0,0,0,0,0,0,NA,NA,
2022/01/29,2022,1,29,,Wild boar,"Bread, pellets",Bread + pellets,3,5.8,2,40,0,0,0,0,0,0,NA,NA,
2022/01/30,2022,1,30,,Wild boar,"Pellets, bread",Bread + pellets,2,5,3,,0,0,0,0,0,0,NA,NA,
2022/02/01,2022,2,1,,Wild boar,"Bread, ham, pastries, fruit",Bread + vegetables/fruit + kitchen scraps,2,0.2,5,,0,0,0,0,0,0,NA,NA,
2022/02/02,2022,2,2,,Wild boar,Bread,Bread,2,4.5,3,,0,0,0,0,0,0,NA,NA,
2022/02/03,2022,2,3,,Wild boar,"Bread, pastries, fruit, cheese, biscuits",Bread + vegetables/fruit + kitchen scraps + cheese,3,2,1,60,0,0,0,0,0,0,NA,NA,
2022/02/04,2022,2,4,,Wild boar,"Bread, pastries, cheese",Bread + cheese,2,-0.1,1,70,0,0,0,0,0,0,NA,NA,
2022/02/07,2022,2,7,,Wild boar,"Bread, vegetables, fish",Bread + vegetables/fruit + entrails,4,1.8,6,30,0,0,0,0,0,1,NA,NA,Feeding in smaller enclosure
2022/02/08,2022,2,8,,Wild boar,"Bread, entrails",Bread + entrails,4,3.3,2,,0,0,0,0,0,0,NA,NA,Marking boars
2022/02/14,2022,2,14,,Wild boar,"Bread, pasta, cashews, cheese, sauerkraut, tomatoes",Bread + vegetables/fruit + nuts + kitchen scraps + cheese,3,-3.3,1,40,0,0,0,0,0,0,NA,NA,
2022/02/15,2022,2,15,,Wild boar,"Bread, pastries, fish entrails",Bread + entrails,4,0.6,2,,0,0,0,0,0,0,NA,NA,Marking boars
2022/02/16,2022,2,16,,Wild boar,"Bread, bread crumbs, powder, fish",Bread + entrails,4,0,1,50,0,0,0,0,0,0,NA,NA,
2022/02/17,2022,2,17,,Wild boar,"Bread, bread crumbs, pastries, fish entrails",Bread + entrails,4,14.9,2,50,0,0,0,0,0,0,NA,NA,
2022/02/18,2022,2,18,,Wild boar,"Bread, pastries, entrails",Bread + entrails,5,9.3,2,50,0,0,0,0,0,0,NA,NA,
2022/02/21,2022,2,21,,Wild boar,"Bread, powder, breadcrumbs",Bread,3,6.6,2,,0,0,0,0,0,0,NA,NA,
2022/02/22,2022,2,22,,Wild boar,"Pastries, bread, fish",Bread + entrails,3,3.1,5,50,0,0,0,0,0,0,NA,NA,
2022/02/23,2022,2,23,,Wild boar,"Pastries, bread, fish",Bread + entrails,3,4.4,2,50,0,0,0,0,0,0,NA,NA,
2022/02/24,2022,2,24,,Wild boar,"Bread, fish",Bread + entrails,3,-0.8,1,40,0,0,0,0,0,0,NA,NA,
2022/02/25,2022,2,25,,Wild boar,"Bread, vegetables, cheese, meat",Bread + vegetables/fruit + raw meat scraps + cheese,4,1.7,5,50,0,0,0,0,0,0,NA,NA,
2022/02/28,2022,2,28,,Wild boar,Bread,Bread,2,-3.6,2,40,0,0,0,0,0,0,NA,NA,
2022/03/01,2022,3,1,,Wild boar,"Bread, fruit, fish",Bread + vegetables/fruit + entrails,3,-5.8,1,40,0,0,0,0,0,0,NA,NA,
2022/03/02,2022,3,2,,Wild boar,"Bread, pastries, fish",Bread + entrails,3,-4,1,30,1,1,0,0,0,0,NA,NA,"Recorded alarm calls played (Czech students experiment), carcass at wolf enclosure"
2022/03/03,2022,3,3,,Wild boar,"Bread, fish, kitchen leftovers",Bread + kitchen scraps + entrails,3,-4.4,1,60,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/03/04,2022,3,4,,Wild boar,"Bread, fruit",Bread + vegetables/fruit,1,-4.7,1,40,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/03/07,2022,3,7,,Wild boar,"Bread, rice",Bread,1,-1.8,2,40,0,0,0,0,0,0,NA,NA,
2022/03/08,2022,3,8,,Wild boar,Fish,Entrails,1,-4,1,30,0,0,0,0,0,0,NA,NA,
2022/03/09,2022,3,9,,Wild boar,"Bread, fish",Bread + entrails,2,-2.8,1,30,0,0,0,0,0,0,NA,NA,
2022/03/10,2022,3,10,,Wild boar,"Bread, leftovers, fish",Bread + kitchen scraps + entrails,2,-2.1,1,30,0,0,0,0,0,0,NA,NA,
2022/03/11,2022,3,11,,Wild boar,"Bread, pastries, bananas, fruit, pellets",Bread + pellets + vegetables/fruit,2,-5.1,1,20,0,1,0,0,0,0,NA,NA,Bears fed simultaneously
2022/03/14,2022,3,14,,Wild boar,"Bread, pellets",Bread + pellets,1,5.7,1,30,0,1,0,0,0,0,NA,NA,Carcass at wolf enclosure
2022/03/15,2022,3,15,,Wild boar,"Bread, pellets",Bread + pellets,2,,2,20,0,0,0,0,0,0,NA,NA,Crows emitted a call that scared the ravens off
2022/03/16,2022,3,16,,Wild boar,"Bread, entrails, leftovers",Bread + kitchen scraps + entrails,2,5.9,2,30,0,0,0,0,0,0,NA,NA,
2022/03/17,2022,3,17,,Wild boar,"Bread, leftovers",Bread + kitchen scraps,2,2,2,30,0,0,0,0,0,0,NA,NA,
2022/03/18,2022,3,18,,Wild boar,"Bread, flour",Bread,2,1.6,2,,0,0,0,0,0,0,NA,NA,
2022/03/21,2022,3,21,,Wild boar,"Bread, pastries",Bread,3,1.9,1,30,0,0,0,0,0,0,NA,NA,
2022/03/22,2022,3,22,,Wild boar,"Bread, fish",Bread + entrails,2,2.1,2,30,0,0,0,0,0,0,NA,NA,
2022/03/23,2022,3,23,,Wild boar,Bread,Bread,2,4.4,1,30,0,0,0,0,0,0,NA,NA,
2022/03/24,2022,3,24,,Wild boar,"Bread, leftovers",Bread + kitchen scraps,1,4.8,1,40,0,0,0,0,0,0,NA,NA,
2022/03/25,2022,3,25,,Wild boar,"Bread, leftovers",Bread + kitchen scraps,1,4.2,1,30,0,0,0,0,0,0,NA,NA,
2022/03/28,2022,3,28,,Wild boar,"Bread, pellets, pastries, corn chips",Bread + pellets + kitchen scraps,1,3.2,2,40,0,0,0,0,0,0,NA,NA,
2022/03/29,2022,3,29,,Wild boar,Fish,Entrails,1,5.1,1,30,0,0,0,0,0,0,NA,NA,
2022/03/30,2022,3,30,,Wild boar,"Bread, potato",Bread + vegetables/fruit,1,5.6,2,30,0,0,0,0,0,0,NA,NA,
2022/03/31,2022,3,31,,Wild boar,Pellets,Pellets,1,6.5,3,10,0,0,0,0,0,0,NA,NA,
2022/04/04,2022,4,4,08:29,Wild boar,"Bread, tomatoes",Bread + vegetables/fruit,1,-3.4,1,30,0,0,0,0,0,0,NA,NA,
2022/04/05,2022,4,5,,Wild boar,"Bread, chocolate, lemons",Bread + vegetables/fruit + kitchen scraps,1,4.9,2,,0,0,0,0,0,0,NA,NA,
2022/04/06,2022,4,6,08:20,Wild boar,Bread,Bread,2,6.7,2,,0,0,0,0,0,0,NA,NA,
2022/04/07,2022,4,7,,Wild boar,"Bread, pellets",Bread + pellets,1,8.2,2,30,0,0,0,0,0,0,NA,NA,
2022/04/11,2022,4,11,,Wild boar,"Bread, tomatoes, fish",Bread + vegetables/fruit + entrails,3,0.2,2,40,0,0,0,0,0,0,NA,NA,
2022/04/12,2022,4,12,,Wild boar,Bread,Bread,3,3.6,1,30,0,0,0,0,0,0,NA,NA,
2022/04/13,2022,4,13,,Wild boar,Bread,Bread,2,5.4,1,30,0,0,0,0,0,0,NA,NA,
2022/04/14,2022,4,14,08:20,Wild boar,Bread,Bread,2,7.6,1,30,0,0,0,0,0,0,NA,NA,
2022/04/15,2022,4,15,,Wild boar,Bread,Bread,2,10.8,3,30,0,0,0,0,0,0,NA,NA,
2022/04/18,2022,4,18,,Wild boar,Bread,Bread,2,1.1,1,50,0,0,0,0,0,0,NA,NA,
2022/04/19,2022,4,19,08:26,Wild boar,"Fish, bread, leftovers",Bread + kitchen scraps + entrails,2,5.9,3,30,0,0,0,0,0,0,NA,NA,
2022/04/20,2022,4,20,,Wild boar,"Fish, bread",Bread + entrails,2,,1,,0,0,0,0,0,0,NA,NA,
2022/04/21,2022,4,21,,Wild boar,"Bread, vegetables",Bread + vegetables/fruit,2,,2,50,0,0,0,0,0,0,NA,NA,
2022/04/22,2022,4,22,,Wild boar,Bread,Bread,,,2,,0,0,0,0,0,0,NA,NA,
2022/04/25,2022,4,25,,Wild boar,Bread,Bread,2,7.2,3,20,0,0,0,0,0,0,NA,NA,
2022/04/26,2022,4,26,,Wild boar,"Bread, pellets",Bread + pellets,1,7.4,2,,0,0,0,0,0,0,NA,NA,
2022/04/27,2022,4,27,,Wild boar,"Bread, kitchen leftovers",Bread + kitchen scraps,1,6.2,2,,0,0,0,0,0,0,NA,NA,
2022/04/28,2022,4,28,,Wild boar,Bread,Bread,3,4.2,1,,0,0,0,0,0,0,NA,NA,
2022/04/29,2022,4,29,,Wild boar,Bread,Bread,2,7.4,1,,0,0,0,0,0,0,NA,NA,
2022/05/02,2022,5,2,,Wild boar,"Bread, fish",Bread + entrails,,,,,0,0,0,0,0,0,NA,NA,
2022/05/03,2022,5,3,,Wild boar,"Bread, tomatoes, chicken nuggets",Bread + vegetables/fruit + kitchen scraps,1,10.2,1,15,0,0,0,0,0,0,NA,NA,
2022/05/04,2022,5,4,,Wild boar,Bread,Bread,2,10.5,3,20,0,0,0,0,0,0,NA,NA,
2022/05/05,2022,5,5,,Wild boar,Bread,Bread,2,11.1,1,20,0,0,0,0,0,0,NA,NA,
2022/05/06,2022,5,6,,Wild boar,"Bread, pellets",Bread + pellets,2,10.1,2,25,0,0,0,0,0,0,NA,NA,
2022/05/09,2022,5,9,,Wild boar,"Pellets, bread, fish",Bread + pellets + entrails,2,11.4,2,40,0,0,0,0,0,0,NA,NA,
2022/05/10,2022,5,10,,Wild boar,"Bread, pellets, kitchen leftovers, fish",Bread + pellets + kitchen scraps + entrails,2,11.9,1,35,0,0,0,0,0,0,NA,NA,
2022/05/11,2022,5,11,,Wild boar,"Bread, pellets, kitchen leftovers",Bread + pellets + kitchen scraps,2,16.1,1,40,0,0,0,0,0,0,NA,NA,
2022/05/12,2022,5,12,,Wild boar,"Bread, pellets",Bread + pellets,3,19.7,1,30,0,0,0,0,0,0,NA,NA,
